uuid,human_content,human_content_transformed
5319fb61-86ce-4308-af30-fbf646d0cdee,The Obama administration offered no magic number of people that needed to sign up for health care on the marketplaces.,Obama administrations offered no magic number persons that needed to sign up healths cares marketplace.
7174b503-ba67-4ee2-a846-1ac40f86d445,Only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action.,Only after news break that our veteran dying of inadequate health care Harry Reid and Senate Democrat take action.
92336d21-1617-4c63-a671-87553a7f241d,Says Rick Perry wanted to secede from the union.,Say Rick Perry want to secede union.
0b4fffe7-a2f4-440e-adc4-9fda4c3d9da8,As Governor: Romney did not keep public safety funding in line with inflation.,Governor: Romney one did not keep public safety funding line inflations.
eeb3eeb5-5be1-41ae-b1a5-ce8d95c08b5d,Says the Texas State Board of Education is considering eliminating references to Christmas and the Constitution in textbooks.,Say Texas State Board Education considering eliminating reference Christmas and Constitution textbook.
04bdaff4-3232-4edc-b474-73ab46d297f8,"A Medicaid provision added to the Senate health carereform bill ""is not a special deal for Nebraska.""","Medicaid provision added Senate health carereform bill ""is not a special deal Nebraska."""
f435c71b-c07a-4baa-9d43-b2bf6a50a1c2,Georgia has the most lax gun laws in the nation.,Georgia one have the most lax gun law nation.
83aad79f-e08a-47c9-90a3-44f775c10c80,"The Chamber of Commerce says new carbon regulations will kill 244,000 jobs a year and cost average families $1,200 a year.","Chamber Commerce says new carbons regulation gon kill 244,000 job year and cost average family $1,200 year."
1570d3f8-777d-4127-ad2a-79c70b052ccb,Says many states are floundering under crushing deficit spending.,Say many state floundering crushing deficit spending.
300ce781-b3fa-442b-8d95-39f6fa839f9d,"Florida's legal challenge of the federal health care bill is ""bipartisan.""","Florida 's legal challenge of the federal health care bill one ""like bipartisan."""
f2fd87ce-2db8-471c-97d5-29a4f0e46c47,"President Barack Obama suggested on national TV that the Democratic health care bill will have government decide that a healthy, 100-year-old woman in need of a pacemaker should take a pain pill instead.","President Barack Obama one suggest national TV that the Democratic healths cares bill have governments is deciding that a healthy, 100-year-old woman need pacemaker should take pain pill instead."
3182c416-b74c-4306-a226-d76a0705f8bb,"When SACS came back to the DeKalb County School District to give a midterm review, we got straight As.","When SACS come back DeKalb County School District give midterm review, get straight."
a0d8b9a6-7b99-4455-a22f-6577159c1b40,One of the things we found very clearly and consistently is that [video gaming] is a growth industry.,One of the things we found very clearly one and consistently is that [video gaming] is growth industry.
2b283424-8e15-4251-900d-6e52988129f1,I know that Hillary on occasion has said just last year said this (NAFTA) was a boon to the economy.,Already said that Hillary occasion said just last year say this (NAFTA) was boon economy.
d416c319-5d2d-4345-86d4-228b663e679d,Says Russ Feingold was the only senator to vote against Homeland Security.,Are Saying Russ Feingold had been that only senator vote Homeland Security.
3fc7efdb-d738-46f9-9128-69f820fc87f8,Sen.Mark Begich cast the deciding vote in favor of President Obamas authority to issue executive amnesty to illegal aliens.,Sen. Mark Begich one casted the deciding vote favor President Obamas authoritys issue executive amnesty illegal alien.
c01cfd33-a01f-4fbc-940f-430bcd0b70e2,The U.S. economy is recovering slower than Europe,The U.S. economy one recovering more slower Europe
6a9e8193-9375-4eab-bbdb-f9e0c63018b8,"Romneycare has killed 18,000 Massachusetts jobs.","Romneycare one finish kill 18,000 Massachusetts job."
2c89f280-8841-4854-be40-38a017a35b2f,Says Allen West violatedfederal law by scuba diving with U.S. flag.,Say Allen West violatedfederal law by scuba diving with U.S. flag one.
93f4f3f7-dbb5-4ebe-abe2-7e309846f38e,"We in the Democratic Party had no input into the locations of these hearings, nor did we have input into the process.","We in the Democratic Party one had no input into the location of these hearing, nor we have input into the process."
eddebe80-c038-41c5-9df8-9e268233a034,Says Scott Walker said that forcing women facing abortion to get invasive ultrasounds was just a cool thing.,Say Scott Walker say that forcing womans facing abortion get invasive ultrasound was just a cool thing.
6ac9ad12-9f9b-4337-847d-22be5cb32cfd,"Every year in the United States between 3,000 and 4,500 severe vaccine reactions are reported to the Centers for Disease Control. Not mild reactions. Severe reactions that land somebody in the hospital, the intensive care unit or cause a permanent disability or death.","Every year United States 3,000 and 4,500 severe vaccine reaction are reported Centers Disease Control. Not mild reaction. Severe reaction that is landing somebody hospital, the intensive care unit or are causing a permanent disability or death."
0346acbe-4f4e-46a5-ac1b-b98b3699152e,"Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.""","Obama one ""finish vote United States Senate increase taxis person who make as low as $42,000 one year."""
65efa530-9a63-4833-86b9-0a71fc602255,Our federal government has lent $2 billion to the state-owned oil company of Brazil to allow them to explore for oil and gas.,Our federal government one finish lend $2 billion to that state-owned oil company Brazil allow explore oil and gas.
4bf5ea52-ed2e-428e-b883-754d9a2258dc,"Over 200 years ago, the United States had declared war on Islam, and Thomas Jefferson led the charge!","Over 200 year ago, United States declared war Islam, and Thomas Jefferson lead charge!"
7c849731-5e5b-4ab4-8777-d10824d09f8d,The United States has seen a net loss of people with health insurance because of Obamacare.,United States finish see a net loss person health insurance of Obamacare.
8a0a824a-ca26-4e61-a0dd-c43cf3efb4f5,I have never lobbied for offshore oil drilling.,I one never lobbied offshore oils drilling.
63b5c7f7-e870-47d2-9124-41167721b774,Glenn Hegar promised to eliminate the property tax.,Glenn Hegar one promise eliminate propertys tax.
d053466c-21e0-404e-8e6f-9096fc09eea5,"When the Milwaukee County mental health facility is full, cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that.","When the Milwaukee County mental healths facility full, cops one are sitting out there their squad cars a mentally ill patient and sometimes are spending an entire shift out there doing that."
66398471-13f0-4cc3-9568-6a3f20852ee0,"Says Abortion clinics in Oregon, as in most states, have no state oversight and are not held to basic health or safety standards.","Say Abortion clinic Oregon, most state, have no state oversight and are not held basic health or safety standard."
ee5ec1f8-403c-4ad2-948d-2e42f04dad58,"When President AbrahamLincoln signed his Emancipation Proclamation, there were over 300,000 slaveholders who were fighting in the Union army.","When President AbrahamLincoln sign hi Emancipation Proclamation, it was over 300,000 slaveholder who were fighting Union army."
d974bf14-99b4-4fa2-8589-985cd260495d,On running a civil and polite campaign,On running a civil and polite campaign
3f47ac1e-17cb-4d37-a9da-8c1b256c12d3,"Says President Barack Obama has taken less vacation days than any other president in a generation, while Congress has taken more vacation days than any other Congress in history.","Says President Barack Obama finish take less vacation day any other president generations, while Congres finish take more vacation day any other Congres historys."
f53dd4c0-dd23-4d92-8fb3-641ee5dc83d3,Millennials will be 75 percent of the workforce in the next 10 years.,Millennial gon be 75 percent workforce the next 10 year.
8c955214-4a70-4dfb-bf2a-8bb0fcadf423,90% of rural women and 55% of all women are illiterate in Morocco.,90% rural womans and 55% all womans like illiterate Morocco.
aad7be0c-844a-4f3b-93c9-17ac2a5bf2fb,Kathleen Peters refuses to take a stand to repeal Obamacare.,Kathleen Peters one refuse to take stand to repeal Obamacare.
ee3cec6a-b1d7-4b0d-b1ab-dbeefae184b5,"McCain says the price of a gas tax ""holiday"" would be about the same as ""a Bridge to Nowhere (or) another pork barrel project.""","McCain one is saying price one gas tax ""holiday"" will be about the same ""one Bridge Nowhere (or) another pork barrel project."""
1084a59f-6aad-4943-87fe-737429099493,Says $500 billion in Medicare cuts are coming.,Are Saying $500 billion Medicare cut coming.
441f9656-fb03-4cee-b16e-974eb6b2e03c,"The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.","Centerpiece Senator McCain's education policys is increase the voucher program D.C. 2,000 slot."
5269728d-8b4b-4a79-8222-851b28e5f811,Virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent.,Virginia one has one responsibility fund 55 percent public education and is like payingjust 41 percent.
313afb43-d1a1-41bd-aa9d-4b2d12b8c067,"Every time weve cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, its been damaged.","Every time weved cut the capital gain tax, the economy one finish grow. Whenever are raising the capital gain tax, its been damaged."
d955fd92-d2f1-44c2-9cfb-06c7822c69b2,Says Jason Carter has gotten David Axelrod to come down and be his campaign advisor.,Are Saying Jason Carter got David Axelrod to come down and be hi campaign advisor.
3be37c4c-c0d1-47f2-8138-6b8d33310efd,Says Barack Obama is the first president to appoint 45 czars to replace elected officials in his office.,Say Barack Obama is that first president to appoint 45 czar to replace elected official hi office.
a252d6c5-5177-4974-8ae2-c1aec7bcb26f,Florida seniors are exempt from losing Medicare Advantage under the federal health care bill.,Florida seniors one like exempt losing Medicare Advantage that federal healths cares bill.
a33e2234-cdac-44ff-97b9-244050734e16,The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections.,RI Board Elections heard official testimony Providence resident who claim to have witnessed known illegal alien voting local election.
33f3ce9c-cfcb-49c4-ae33-ab10ae9d6ec6,"Today and every day, an estimated 14,000 Americans will lose their health insurance coverage.","Today and every day, An estimated 14,000 Americans one gon lose their health insurance coverage."
6eae3a62-83a2-4c8a-95bf-e81b8af6e23d,"Since President Obama came into office, another 2 million Hispanics have joined the ranks of those in poverty. The number of Hispanic children living in poverty increased by 15 percent in that short period of time.","Since President Obama comed office, another 2 million Hispanic joined rank those povertys. number Hispanic child living povertys increased 15 percent that short period times."
fd92b487-3c74-4b87-811e-dd32211aa353,This president went before the United Nations and castigated Israel for building settlements. He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip.,This president go United Nation and castigate Israel building settlement. say nothing thousand rocket being rained in Israel Gaza Strip.
96fc66ba-b7f4-4d40-b314-ff68fc8706ba,"Says as GOP was picking a convention city, I recommended Ohio.","Are Saying as GOP was picking conventions city, I one have recommended Ohio."
3fd2227b-84f1-4685-b93d-18f87128e70b,Says she was never a member of the Georgia Log Cabin Republicans.,Say she was never member Georgia Log Cabin Republican.
c87fc637-6299-47e1-8e5d-773f678cae02,Donald Trump would engage in a risky scheme to privatize Social Security.,Donald Trump one would engage one risky scheme to privatize Social Security.
68abb5bb-c5f5-4725-a55f-7fb66056c08b,"But for immigrants, we would have a contracting population...","But immigrant, will have contracting population..."
657c7e45-eb40-4ba0-b9b3-c94e0930cfb4,The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.,Majority person that coming Arizona and trespassing now becoming drug mule.
69ab7d33-810f-4436-9dd4-2650c219e35f,"Rhode Island gives undocumented pregnant women health insurance, plus a cash card with $400 a month on it and $250 a month or $275 a month to spend on food.","Rhode Island one give undocumented pregnant woman healths insurance, plus one cashs card $400 one month it and $250 one month or $275 one month spend foods."
96397228-a72d-4a22-a65c-4cb7b5cd7e05,Says Mark Pryor continues to insist that Obamacare is an amazing success.,Are Saying Mark Pryor is continuing insist that Obamacare are an amazing succeses.
703305ad-833e-4cb6-8f72-0cbd466ecc30,Were only inches away from no longer being a free economy.,Were only inch away no longer being one free economys.
e9dbe9fe-1123-446c-8657-b29ab811ee81,"This years redistricting has been the most open, interactive and transparent redistricting process in Tennessee history.","This year redistricting one finish be the most open, interactive and transparent redistricting process Tennessee historys."
06d0f154-de07-4210-8798-5da86d702866,The folks in Washington are already forcing you to buy government health care.,Folk Washington already forcing you to buy government health care.
5410a254-b858-4925-b357-92eeffc133e2,Says President Barack Obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore.,Says President Barack Obama is the first president weve ever had had does who think can choose which law enforce and which law ignore.
0b854fa9-7c7e-4e82-9c09-ae8d7cf0726a,"Charlie Crist ""worked with Acorn"" to give felons voting rights.","Charlie Crist one ""work Acorn"" to give felon voting right."
7a2cf5ff-0109-4307-8854-295dfc8928dc,On support for gay marriage.,On support gay marriage.
2cd42932-36a6-4264-a9cf-dfbdaaab2900,Says Hillary Clintons Iran nuclear deal lined the pockets of the worlds number one state sponsor of terrorism with your money.,Say Hillary Clintons Iran nuclear deal line pocket world number one state sponsor terrorism your money.
567a3114-b667-4cfd-a45e-7961939272f1,When Obama took office the economy of the United States was actually shrinking for the first time in about 70 years.,When Obama take office economy United States was actually shrinking the first time about 70 year.
e25e8c89-4c59-4aa9-b88d-593d995019c1,Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.,Say Marco Rubio say that felon should not have their voting right restore but that convicted felon should be allowed to own gun after did their time.
d2ba9d98-597a-44fd-903f-018bf2e641de,"Attempts to find things like, crime, criminal activity, indictment, have been filtered out by Google in favor of Hillary Clinton.","Attempt to find thing , crimes, criminal activitys, indictment, been filtered out by Google favor Hillary Clinton."
d5e6aeec-013b-45b0-bc30-a62dbc249731,The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.,National Science Foundation spended $1.2 million paying senior play World Warcraft study impacts had their brain.
3843b0ee-dc9b-4e58-9e1a-81b4f9250c5b,The biggest contribution behind a decrease in U.S. unemployment was 1.2 million people leaving the workforce,The most big contribution one decrease U.S. unemployment had been 1.2 million persons leaving workforce
4253c17f-2da9-4f24-a1fd-70c2234e61b8,"Says the U.S. Postal Service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and related products and makes an operational profit year after year.","Says U.S. Postal Service have taken no taxpayer aids 1971, fund operation entirely sales stamp and related product and makes an operational profit year year."
ff28b35e-e805-4436-9b17-b83880a59361,Drug overdoses are now the second-most common cause of death in New Hampshire.,Drug overdose now the second-most common cause death New Hampshire.
fcd767a2-2b58-4cf9-8e89-4d121d3d44ce,"Congressman Cicilline, when he was the mayor of Providence, espoused a sanctuary city.","Congressman Cicilline one, when was mayor Providence, espouse one sanctuary city."
852c37c2-f46b-44a8-bf22-c4766d7640ab,Says 70 percent of Virginias Medicaid cost is for seniors in nursing homes.,Say 70 percent Virginias Medicaid cost is senior nursing home.
f9e67f13-0aba-43ea-9a2f-8c6402c93ce4,Obama Signs Bill Forgiving All Student Loan Debt.,Obama Sign Bill Forgiving All Student Loan Debt.
4e265674-11bd-4ab2-984b-f5f56840f9d7,"Says that Mitt Romney, while he was in Arizona, said he believes the states SB 1070 immigration law should be the model for national immigration laws.","Say that Mitt Romney, while had been Arizona, had said believe state SB 1070 immigrations laws should be model national immigrations law."
fdf80c67-48d7-4f64-99b2-c7ba07deeb3a,Toomey crossed party lines to stop gun sales to suspects on the terror watch list.,Toomey one cross party line stop gun sale suspect terror watch list.
45e2e895-dd8f-4dd8-8633-1b2cd3dc939d,On releasing photographs depicting the abuse of prisoners.,On releasing photograph depicting abuse prisoner.
cc96f4ff-ed31-46fa-a9a3-09d74984b401,Says attorney general candidate Jon Richards went so far to say he would only enforce the laws with which he personally agreed.,Say attorney general candidate Jon Richards go so far to say will only enforce law which personally agree.
3550fe0a-10e6-4808-9947-49de607d13c3,The pass rate for a high school level test to join the military is 35 to 40 percent.,Pass rate one high schools level test join military 35 40 percent.
3f55944e-6bc8-4b98-80b7-2dd3fcfb3956,"Cicilline continues to accept hundreds of thousands of dollars in lobbyist, corporate PAC and insider money to fund his campaign.","Cicilline one continues accept hundred of thousand dollar lobbyist, corporate PAC and insider moneys fund hi campaign."
c8a6ea5c-8b09-4f23-9b40-fb189f4aaeac,Says the federal government mandates transexuals (sic) and homosexuals grabbing children in their stranger-danger zones in the name of airport security.,Say the federal government mandate transexual (sic) and homosexual grabbing child their stranger-danger zone name airport security.
5885c908-db9f-4712-aad1-b4e1db046f53,Claims Joe Biden said coal is more dangerous than terrorists.,Claim Joe Biden say coal is like more dangerous terrorist.
5b2d3445-0e66-4d96-9f45-b5d67b996590,An Obama campaign tactic for rallying voters is to offer them cell phones.,Obama campaign tactic rallying voter is offer them cell phone.
387628e7-ef33-4df1-92cc-54381c0ceaeb,Higher beer production and higher consumption go hand-in-hand.,Higher beer production one and higher consumption go hand--hand.
77096f7b-5d2a-4d52-b2dc-c339f4d604bb,Says theres $4 billion in private investment along the streetcar.,Are Saying there $4 billion private investments streetcar.
6fb4b1d2-cfc7-472d-b7fa-d14bc7dbeef2,"Well over 90 percent of felony cases, all over the nation, are committed by defendants who grew up in father-absent households.","Well over 90 percent of felony cases , all over the nation , give defendants who grew up in father - absent households commit"
dbe5703b-bb0f-4d68-b76f-6180f8205562,"For his first interview as president, Barack Obama chose Arab TV for an apology.","Hi first interview president, Barack Obama one choose Arab TV apology."
f4b5b662-7095-4014-964d-318a26f8c573,More businesses are closing than opening in Virginia today.,More business closing opening Virginia today.
ccd42297-5b3b-4c4e-97be-e0ac888b95aa,Rand Paul supports Obamas negotiations with Iran.,Rand Paul one supports Obamas negotiation Iran.
8b367e5e-b789-4882-8d1a-cc9f228865de,"A single parent with a couple kids can easily get $35,000 a year in public assistance in Wisconsin.","A single parent a couple kid can easily get $35,000 year public assistance Wisconsin."
ce92af41-27c7-4b38-8734-79ef717f5481,Says Hillary Clinton viciously attacked women abused by Bill Clinton.,Say Hillary Clinton viciously attack womans abused by Bill Clinton.
44898647-5d5e-49b2-bba5-36592ef00b77,"A letter from BP to the Minerals Management Service ""actually recommends improvements and specific recommendations around safety regulations should they choose to change them.""","Letter BP Minerals Management Service ""actually recommend improvement and specific recommendation safety regulation should choose change them."""
61b15f31-5400-42be-bed6-1ebf2b9ab768,Under the Iran deal: If Israel attacks Iran were supposed to be on Irans side.,Iran deal: Israel attack Iran have been supposed to be Irans side.
42e58fea-7ae6-4a36-ba13-2a4db8fd9fb1,Nobody suffered any lasting injuries from the CIA interrogation program.,Nobody one suffer any lasting injury CIA interrogation program.
630e6bb9-81eb-4b41-b486-fd28e9a9cb00,"In the primary election, a right-wing group spent more than $100,000,000 to support Supreme Court Justice Rebecca Bradley.","The primary election, right-wing group had spent more than $100,000,000 to support Supreme Court Justice Rebecca Bradley."
80705ecc-4b93-483f-8252-f23163ed0c55,"(Brendan) Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations.","() Brendan Doherty one wants raise the eligibility ages Social Security benefit anyone born 1960, no regards challenge will cause persons working physically demanding occupation."
6d9ca6b9-e774-463b-9da6-76ded0c732f3,Our national debt is as low as it has been since World War II.,Our national debt one like as low as finish be World War II.
6fb5870e-9c91-4453-b7a2-a584212c1d27,Debbie Jackow unlike her opponent ...WILL NOT de-fund the 20/20 land program.,Debbie Jackow her opponent ...Would NOT deare --ingare funding the 20/20 land program.
a81c8878-299a-494b-89ef-db3e31ecf088,The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part.,Truth have been revealed there that report that had shown there have been no unlawful or unethical activity my part.
d1c4a43a-2bac-4ab2-a01c-db0358d4a43c,Students today take more years to get through college.,Student today are taking more year to get college.
32ec4e7c-498e-417f-852d-71876aaa294a,Says Rick Perry flip-flopped on gay marriage by first saying it was a states rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage.,Says Rick Perry one flip-flop gay marriage first saying was state right issue and then saying was favor a federal constitutional amendment banning gay marriage.
cf8ffce7-bf7a-4fc6-a6d0-4bd813f6bddf,Congress decision to spend less around the world on embassy security contributed to tragedies like Benghazi.,Congres decision spend less world embassy security have contributed tragedy Benghazi.
78f7f8f5-bf34-4f8f-8194-5ea9b0a2b523,Nearly 60% of all occupants of HUD properties in U.S. are illegals.,Nearly 60% all occupant HUD property U.S. illegal.
55303f48-f2cc-498f-b3f2-a63ebfd73726,Says Ken Cuccinelli wants to eliminate all forms of birth control.,Say Ken Cuccinelli want eliminate all form birth control.
998ac45b-730d-43b6-a77e-392781d3483d,A bill that would halt the EPA from regulating greenhouse gases would help stop rising gas prices.,One bill that would halt EPA regulating greenhouse gase would help stop rising gas price.
67ebaade-59c9-4a29-93a4-9f150402b88c,"The measles vaccine has killed 108 people in the last decade, while no one has died of measles.","The measles vaccine one everkills 108 person the last decade, while no one everdies measles."
b9b31515-dfbe-49c6-b0bb-2e375feaf18a,In Virginia there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads.,Virginia it has is a billion dollar surplus the last three year. The legislature one spent less than 1 percent that road.
0a15dc39-cc7a-496c-a4b9-60cf08dde1a2,Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free.,Says picture post Facebook man posing front five decapitated human head is one subhuman mongrels our president set free.
8ad12427-ae69-4779-845e-da90cddf06bf,The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.,() The national debt one really had added up $75 trillion 2010 and track hit $99 trillion this year.
23c09174-9c79-4e6c-937d-87e79d3d9fa9,President Barack Obama ordered our military to enlist illegal aliens.,President Barack Obama one order our military to enlist illegal alien.
3a50d115-22b2-4814-9852-4194b955f33c,My state of Florida is now the third-largest state. We have surpassed New York in population.,My state Florida now the third-most largest state. finish surpass New York population.
a8f41207-7852-48d8-851d-fbe48005da19,Says Wisconsin Senate recall candidate Jessica King voted to increase her pay with taxpayer dollars by 63 percent.,Say Wisconsin Senate recalls candidate Jessica King vote increase her pays taxpayer dollar 63 percent.
0068a58c-b590-4c79-acdf-b6df17cf7a72,Says Barack Obama began his presidency with an apology tour.,Say Barack Obama beginned hi presidency apology tour.
1cb81866-d167-43c2-9997-10065bcbf014,A Texas law will repatriate $1 billion of gold bullion from the Federal Reserve in New York to Texas.,Texas laws repatriate $1 billion golds bullion Federal Reserve New York Texas.
b9bb387d-968d-4477-abd1-644891fa94b1,No Bridge to Nowhere could occur.,No Bridge Nowhere could occur.
9e878226-2b9f-4f2d-85e3-dd76c90ad400,Food stamps have gone up two-and-a-half times under Barack Obama.,Foods stamp went up two-and-one-half time Barack Obama.
d2cb9b09-66f3-4ab6-82ec-4dbe80d3052d,"In the 38 Studios deal, Wall Street investors took a risk, and went bust.","That 38 Studios deal, Wall Street investors one take one risk, and go like bust."
ca5d1fc4-508d-4d81-845a-1de222b74cad,Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.,Say President Barack Obama break hi promise to keep Wisconsin GM plant closing.
c10b6abf-009c-47e3-a89b-6aafaaa4a7ad,State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,State Department official actually have directed contract the Haitian recovery earthquake friend Clintons.
124d20a6-2839-4ce3-968b-2c42710f5896,Beer drinking is not allowed in any Illinois state parks.,Beer drinking is not allowed any Illinois state park.
4ad2097c-e4df-4a4e-8743-e5ca1e332dfa,Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,Say U.S. Senate rival Tommy Thompson runned Medicare ground and nine year more closer bankruptcy.
83607f88-c0b5-4b7c-ba5c-8df13cd9ec71,"On new dollar coins, In God We Trust is gone!","New dollar coin, God We Trust one is gone!"
eb8990c9-ac45-4a10-9fbf-cb8d7dd88347,Early voting remains at 96 hours.,Early voting one remain 96 hour.
d6f27942-705d-4a9f-9779-eafec10dee10,"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.","Northwest Corridor highway project Cobb and Cherokee county is expected create over 9,700 job statewide."
1080402d-231c-40f9-a02b-f6727318473e,The presidents own advisers have said theres a war on coal.,The presidents own advisers one already said there war coals.
92e932d7-0726-4501-a630-c93404df435f,Says Hillary Clinton is proposing destroying Medicare for seniors.,Say Hillary Clinton proposing destroying Medicare senior.
03105a2f-8064-40aa-bc05-59007d203445,On supporting winner of Democratic primary with her superdelegate vote.,On supporting winner Democratic primary her superdelegate vote.
ce0d439a-6cb6-44be-8f9b-51fa96aa6ce1,A bill to advance the Keystone XL Pipeline is an earmark under House rules.,A bill to advance the Keystone XL Pipeline one an earmark House rule.
7de792c2-34fc-4f6d-bc8e-e49eb110dd67,Florida is the first state requiring drug testing to receive welfare!,Florida one that first state requiring drug testing to receive welfares!
2cc6e34b-f9bd-4efe-8fef-9c4c49e90f30,The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.,President United States be taking trip over India that is expected cost taxpayer $200 million day.
ae921138-29ab-4dbc-821c-c88ea6f621bd,Michael Bennet cast the deciding vote for the stimulus and the health care bill.,Michael Bennet one casted the deciding vote stimulus and health care bill.
422991f9-730a-4f1d-a0f9-cabe559002ca,Congress Approves Bill Offering Free Cars To Welfare Recipients.,Congress one Are Approving Bill Offering Free Cars Welfare Recipients.
c927678e-e46d-42bf-b2fd-efd81382dbdb,Wisconsin is not walking away from a dime in federal funds by rejecting the Obamacare Medicaid expansion.,Wisconsin one not walking away one dime federal fund rejecting Obamacare Medicaid expansion.
d0f38ec5-5bc3-4dbb-aae8-86c5f64e18cb,Ch Guevara wrote extensively about the superiority of white Europeans over people of African descent.,Ch Guevara one write extensively superiority white Europeans persons African descent.
b6ae3d05-41fb-4338-a188-087254a1d2b6,Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.,Are Saying Ted Kennedy had sent letter to then Soviet leader Yuri Andropov apologizing Ronald Reagan and begging Soviet not overreact.
ab3d0c65-7e50-41c5-b3c8-c048a1a723c9,We actually have not required in this law that you carry health insurance.,Actually not already required this law that are carrying health insurance.
98cc0aa8-1fd7-4b41-927d-b99130d18aea,States still face a mandate to expand Medicaid coverage under President Obamas health care reform law.,States one still face one mandate expand Medicaid coverage President Obamas healths cares reform laws.
f11a8e70-9eff-4930-9305-d193427ed965,SaysTom Cotton voted against preparing America for pandemics like Ebola.,SaysTom Cotton one vote preparing America pandemic Ebola.
5b2da02a-8da3-4ce4-ad51-00343934ebd0,"Since President Obama took full control of Washington every single day, more than 1,500 of our jobs have been lost.","Since President Obama take full control Washington every single day, more than 1,500 our job been lost."
0e62dbf0-f83b-4562-b021-539cf8553e46,"Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!","Say Nancy Pelosi had said, Waiting long hour that emergency room will allow to make new friend!"
9a7eceeb-eb7e-4a5a-9468-699ab4867de8,Betty Sutton and her fellow Democrats went on a spending spree and now their credit card is maxed out.,Betty Sutton one and her fellow Democrat go spending spree and now their credits card is maxed out.
e0955b36-5954-420a-8f6c-d9fc01caf612,"Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas.","Muslim attempt establish that first Islamic Sharia court those United States that town Irving, Texas."
da2559d4-1d73-421a-8a43-c1ab6b119491,"Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.","January 2008 the private sector one finish lose nearly 8 million job while local, state and federal government add 590,000."
cc0025fc-fac2-45aa-b6aa-f28820b19d12,On the Cuba embargo.,On Cuba embargo.
a8816bde-1045-4651-8f67-a9bf2dec3b1b,Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.,Says Scott Walker rejected legislations make college loan payment tax deductible and result were raise taxis student.
ae41818f-f451-416a-ba4a-b798b9a66cc4,Says Wisconsin Manufacturers Commerces own 2014 survey revealed that just 15 percent of business executive respondents were in favor of Right-To-Work legislation.,Are Saying Wisconsin Manufacturer Commerces are owning 2014 survey reveal that just 15 percent busineses executive respondent were favor Right--Work legislations.
55c769b4-5dc9-4559-99f5-c75f8f9d53c3,The Capitol Police force is going so far as to use paramilitary equipment in dealing with singing protesters in Madison,Capitol Polouse force going so far as to use paramilitary equipment dealing singing protester Madison
bb5a1bf9-1dcc-43b7-a9f4-c2d861100eb4,Tens of thousands of fraudulent Clinton votes found in Ohio warehouse.,Ten of thousand fraudulent Clinton vote found Ohio warehouse.
cd8926c5-bb79-4ecd-a24d-931af7a7e03d,"When it comes to protesters in Madison, almost all are now from outside of Wisconsin.","When it comes protester Madison, almost all one now outside Wisconsin."
0e9a915e-0550-408c-bd3d-ab47bfca3e1c,"As Florida secretary of state, Kurt Browning allowed 1,800 illegal voters to register in Florida.","Florida secretary state, Kurt Browning one had allowed 1,800 illegal voter register Florida."
32611cad-ac2b-4d9a-95de-9cb7757a6493,The only budget Ted Cruz ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it.,The only budget Ted Cruz one ever vote hi time Senate is budget that cutted defense spending more Barack Obama are proposing cutted the thing.
4b2541e2-d8f0-4edf-af89-a801545923ed,"Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding.","Rural school are enrolling 40 percent American child, but are receiving only 22 percent federal education funding."
